Show/Hide,Cpd,Label,Name,Formula,Score,Mass,Avg Mass,Std Dev,Reference mass,Mass (MFG),Relative Mass Difference (MFG),Mass Difference (MFG),Base Peak,Precursor,Ion Polarity,Max Z,Min Z,Start,RT,End,Reference Retention Time,RT Diff,Height,Width,Area,Volume,Vol %,Ions,Z Count,Saturated,ID Source,ID Techniques Applied,Score (MFG),Score (DB),Hit Count,FV,Score (Lib),Relative Reference Mass difference,Reference Mass difference,Group,Cpds/Group,File,Notes,Algorithm,Flags (Tgt),Library,Uncertainty,Significance,Quality Score,FIs Conf.,FIs Conf. %,FIs Eval.,Source,Flag Severity (Tgt),PCombinedIDResults1_ID,ExternalKey,ID,m/z,Height,RT,RT Diff,SNR,FV,CE,Coelution Score,Flags(FIs),Confirm. Flag,Compound Name
TRUE,142,Cpd 142: 6.942,,,,230.0408,230.221,,,,,,231.0481,231.0481,Positive,1,1,6.833,6.942,7.098,,,10908,0.129,,96553,0.09,3,1,,,,,,,,,,,63,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,143,Cpd 143: 6.945,,,,554.1078,554.2891,,,,,,555.115,555.115,Positive,1,1,6.833,6.945,7.131,,,2990,0.16,,36002,0.03,2,1,,,,,,,,,,,64,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,144,Cpd 144: 6.948,,,,138.0326,138.109,,,,,,139.0399,139.0399,Positive,1,1,6.833,6.948,7.098,,,15627,0.13,,118121,0.11,2,1,,,,,,,,,,,64,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,145,Cpd 145: 6.949,,,,556.0865,556.6584,,,,,,557.0937,557.0937,Positive,1,1,6.833,6.949,7.098,,,7609,0.136,,122559,0.11,3,1,,,,,,,,,,,64,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,146,Cpd 146: 6.954,,,,288.038,288.1803,,,,,,289.0453,289.0453,Positive,1,1,6.849,6.954,7.164,,,48473,0.158,,572628,0.53,3,1,,,,,,,,,,,65,2,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.8,,,,,,,,,,,,,,,,,,,
TRUE,147,Cpd 147: 6.957,,,,576.0476,576.299,,,,,,577.0548,577.0548,Positive,1,1,6.866,6.957,7.081,,,1709,0.126,,17017,0.02,2,1,,,,,,,,,,,65,2,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,148,Cpd 148: 7.427,,,,859.3153,859.9073,,,,,,430.6649,430.6649,Positive,2,2,7.38,7.427,7.479,,,912,0.056,,5334,0,3,1,,,,,,,,,,,66,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,149,Cpd 149: 7.433,,,,649.3085,649.6109,0.004,,,,,650.3166,650.3166,Positive,2,1,7.347,7.433,7.512,,,6637,0.062,,38868,0.04,5,2,,,,,,,,,,,67,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,150,Cpd 150: 7.434,,,,787.393,787.9803,,,,,,394.7038,394.7038,Positive,2,2,7.33,7.434,7.479,,,1399,0.073,,11116,0.01,3,1,,,,,,,,,,,67,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,151,Cpd 151: 7.435,,,,973.3155,974.0128,,,,,,974.3228,974.3228,Positive,1,1,7.347,7.435,7.496,,,365,0.076,,3018,0,3,1,,,,,,,,,,,67,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,152,Cpd 152: 7.478,,,,863.3237,863.6063,,,,,,864.331,864.331,Positive,1,1,7.429,7.478,7.512,,,728,0.049,,3452,0,2,1,,,,,,,,,,,68,8,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,153,Cpd 153: 7.478,,,,599.3084,599.712,,,,,,600.3157,600.3157,Positive,1,1,7.446,7.478,7.529,,,1925,0.04,,7454,0.01,3,1,,,,,,,,,,,68,8,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,154,Cpd 154: 7.479,,,,344.2099,344.4105,,,,,,345.2172,345.2172,Positive,1,1,7.38,7.479,7.562,,,11122,0.059,,43134,0.04,3,1,,,,,,,,,,,68,8,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,155,Cpd 155: 7.479,,,,773.407,773.8158,,,,,,774.4143,774.4143,Positive,1,1,7.413,7.479,7.645,,,27331,0.054,,120252,0.11,5,1,,,,,,,,,,,68,8,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,156,Cpd 156: 7.480,,,,755.4126,755.926,,,,,,378.7136,378.7136,Positive,2,2,7.429,7.48,7.562,,,5718,0.052,,29828,0.03,3,1,,,,,,,,,,,68,8,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,157,Cpd 157: 7.480,,,,941.3135,941.759,,,,,,942.3208,942.3208,Positive,1,1,7.446,7.48,7.512,,,646,0.039,,2927,0,2,1,,,,,,,,,,,68,8,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,158,Cpd 158: 7.481,,,,401.2063,401.3921,,,,,,402.2136,402.2136,Positive,1,1,7.446,7.481,7.529,,,1505,0.042,,5033,0,2,1,,,,,,,,,,,68,8,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,159,Cpd 159: 7.481,,,,773.4258,773.8279,0.0046,,,,,387.7202,387.7202,Positive,2,1,7.413,7.481,7.662,,,27592,0.054,,131673,0.12,5,2,,,,,,,,,,,68,8,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,160,Cpd 160: 7.590,,,,649.3093,649.5548,,,,,,650.3166,650.3166,Positive,1,1,7.529,7.59,7.628,,,1550,0.053,,6156,0.01,2,1,,,,,,,,,,,69,2,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,161,Cpd 161: 7.590,,,,805.4141,805.8439,0.007,,,,,806.4239,806.4239,Positive,2,1,7.529,7.59,7.678,,,3540,0.058,,25956,0.02,6,2,,,,,,,,,,,69,2,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,162,Cpd 162: 7.702,,,,791.4154,791.5867,,,,,,792.4227,792.4227,Positive,1,1,7.678,7.702,7.728,,,759,0.036,,2205,0,2,1,,,,,,,,,,,70,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,163,Cpd 163: 7.714,,,,544.2616,544.4905,,,,,,545.2689,545.2689,Positive,1,1,7.628,7.714,7.811,,,2467,0.094,,18543,0.02,2,1,,,,,,,,,,,71,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,164,Cpd 164: 7.726,,,,128.0908,128.1848,,,,,,129.0981,129.0981,Positive,1,1,7.628,7.726,7.811,,,4609,0.1,,31375,0.03,2,1,,,,,,,,,,,72,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,165,Cpd 165: 7.738,,,,1001.3061,1001.9292,,,,,,1002.3134,1002.3134,Positive,1,1,7.695,7.738,7.794,,,403,0.063,,2301,0,3,1,,,,,,,,,,,73,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,166,Cpd 166: 7.739,,,,834.3898,834.7492,,,,,,418.2022,418.2022,Positive,2,2,7.662,7.739,7.861,,,5338,0.073,,27490,0.03,3,1,,,,,,,,,,,73,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,167,Cpd 167: 7.740,,,,833.3972,833.9141,,,,,,834.4045,834.4045,Positive,1,1,7.678,7.74,7.943,,,16119,0.087,,119913,0.11,4,1,,,,,,,,,,,73,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,168,Cpd 168: 7.741,,,,923.2822,924.0075,,,,,,924.2895,924.2895,Positive,1,1,7.695,7.741,7.811,,,570,0.061,,3792,0,3,1,,,,,,,,,,,73,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,169,Cpd 169: 7.741,,,,677.3031,677.5763,,,,,,678.3104,678.3104,Positive,1,1,7.678,7.741,7.877,,,6897,0.077,,40231,0.04,2,1,,,,,,,,,,,73,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,170,Cpd 170: 7.800,,,,801.4005,801.8443,,,,,,802.4078,802.4078,Positive,1,1,7.745,7.8,7.827,,,4045,0.044,,18345,0.02,3,1,,,,,,,,,,,74,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,171,Cpd 171: 7.801,,,,634.337,634.5001,,,,,,635.3443,635.3443,Positive,1,1,7.761,7.801,7.827,,,814,0.045,,2622,0,2,1,,,,,,,,,,,74,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,172,Cpd 172: 7.802,,,,789.4032,789.8756,,,,,,790.4105,790.4105,Positive,1,1,7.745,7.802,7.844,,,5353,0.049,,26164,0.02,4,1,,,,,,,,,,,74,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,173,Cpd 173: 7.803,,,,801.4249,801.8163,,,,,,401.7197,401.7197,Positive,2,2,7.761,7.803,7.827,,,1409,0.044,,6352,0.01,2,1,,,,,,,,,,,74,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,174,Cpd 174: 7.804,,,,789.4215,789.9084,,,,,,395.718,395.718,Positive,2,2,7.761,7.804,7.844,,,1845,0.052,,9611,0.01,3,1,,,,,,,,,,,74,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,175,Cpd 175: 7.812,,,,771.4039,771.7851,,,,,,386.7092,386.7092,Positive,2,2,7.761,7.812,7.844,,,347,0.048,,1446,0,2,1,,,,,,,,,,,75,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,176,Cpd 176: 7.871,,,,801.4157,801.9275,0.0055,,,,,401.7137,401.7137,Positive,2,1,7.778,7.871,7.993,,,2671,0.059,,29418,0.03,7,2,,,,,,,,,,,76,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,177,Cpd 177: 7.883,,,,344.2192,344.3421,,,,,,345.2265,345.2265,Positive,1,1,7.827,7.883,7.91,,,2377,0.052,,8988,0.01,2,1,,,,,,,,,,,77,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,178,Cpd 178: 7.888,,,,809.2895,809.7271,,,,,,406.1616,405.652,Positive,2,2,7.861,7.888,7.927,,,273,0.046,,1279,0,2,1,,,,,,,,,,,78,7,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,179,Cpd 179: 7.889,,,,877.2885,878.0409,,,,,,878.2958,878.2958,Positive,1,1,7.844,7.889,7.943,,,645,0.05,,3827,0,3,1,,,,,,,,,,,78,7,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,180,Cpd 180: 7.891,,,,814.8297,815.1549,,,,,,815.837,815.837,Positive,1,1,7.877,7.891,7.927,,,314,0.046,,1085,0,2,1,,,,,,,,,,,78,7,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.8,,,,,,,,,,,,,,,,,,,
TRUE,181,Cpd 181: 7.892,,,,789.3931,789.7296,,,,,,790.4004,790.4004,Positive,1,1,7.844,7.892,7.993,,,2701,0.066,,14663,0.01,3,1,,,,,,,,,,,78,7,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,182,Cpd 182: 7.892,,,,787.3871,787.6252,0.0028,,,,,788.3935,788.3935,Positive,2,1,7.811,7.892,7.977,,,24419,0.056,,137814,0.13,7,2,,,,,,,,,,,78,7,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,183,Cpd 183: 7.894,,,,631.2307,631.5404,,,,,,316.6226,316.6226,Positive,2,2,7.844,7.894,7.943,,,1242,0.047,,4884,0,2,1,,,,,,,,,,,78,7,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,184,Cpd 184: 7.894,,,,825.355,825.6148,,,,,,413.6848,413.6848,Positive,2,2,7.844,7.894,7.977,,,543,0.071,,2459,0,2,1,,,,,,,,,,,78,7,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,185,Cpd 185: 7.944,,,,815.3993,815.9094,0.0015,,,,,816.4058,816.4058,Positive,2,1,7.877,7.944,8.142,,,7579,0.082,,78603,0.07,7,2,,,,,,,,,,,79,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,186,Cpd 186: 7.946,,,,869.282,869.6976,,,,,,435.6483,435.6483,Positive,2,2,7.91,7.946,7.993,,,1161,0.044,,5247,0,2,1,,,,,,,,,,,79,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,187,Cpd 187: 7.946,,,,659.2902,659.6945,,,,,,660.2975,660.2975,Positive,1,1,7.894,7.946,8.043,,,6164,0.059,,30269,0.03,3,1,,,,,,,,,,,79,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,188,Cpd 188: 7.970,,,,530.2971,530.609,,,,,,531.3044,531.3044,Positive,1,1,7.91,7.97,8.076,,,5909,0.055,,26924,0.03,3,1,,,,,,,,,,,80,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,189,Cpd 189: 7.973,,,,344.2208,344.4277,,,,,,345.2281,345.2281,Positive,1,1,7.927,7.973,8.043,,,3791,0.058,,14697,0.01,3,1,,,,,,,,,,,80,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,190,Cpd 190: 7.975,,,,513.2554,513.6267,,,,,,257.635,257.635,Positive,2,2,7.927,7.975,8.043,,,1232,0.051,,4271,0,2,1,,,,,,,,,,,80,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,191,Cpd 191: 8.060,,,,817.3963,817.8489,,,,,,818.4036,818.4036,Positive,1,1,7.993,8.06,8.126,,,10347,0.046,,48854,0.05,4,1,,,,,,,,,,,81,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,192,Cpd 192: 8.060,,,,662.3326,662.5357,,,,,,663.3398,663.3398,Positive,1,1,8.01,8.06,8.126,,,1731,0.049,,6309,0.01,2,1,,,,,,,,,,,81,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,193,Cpd 193: 8.061,,,,817.4181,817.8742,0.0072,,,,,409.7165,409.7165,Positive,2,1,7.993,8.061,8.109,,,5241,0.047,,26004,0.02,4,2,,,,,,,,,,,81,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,194,Cpd 194: 8.064,,,,985.2927,985.5775,,,,,,986.3,986.3,Positive,1,1,8.026,8.064,8.093,,,371,0.046,,1434,0,2,1,,,,,,,,,,,81,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,195,Cpd 195: 8.086,,,,829.4119,829.9072,0.0056,,,,,830.4165,830.4165,Positive,2,1,8.026,8.086,8.142,,,4952,0.049,,36090,0.03,7,2,,,,,,,,,,,82,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,196,Cpd 196: 8.088,,,,673.3258,673.7033,,,,,,674.333,674.333,Positive,1,1,8.043,8.088,8.159,,,3178,0.051,,13433,0.01,3,1,,,,,,,,,,,82,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,197,Cpd 197: 8.088,,,,673.2644,673.496,,,,,,674.2716,674.2716,Positive,1,1,8.043,8.088,8.126,,,2528,0.042,,6949,0.01,2,1,,,,,,,,,,,82,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,198,Cpd 198: 8.175,,,,660.2952,660.5427,,,,,,661.3025,661.3025,Positive,1,1,8.126,8.175,8.242,,,3035,0.06,,14651,0.01,2,1,,,,,,,,,,,83,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,199,Cpd 199: 8.175,,,,815.3808,815.8824,,,,,,408.6977,408.6977,Positive,2,2,8.126,8.175,8.259,,,7842,0.053,,33033,0.03,3,1,,,,,,,,,,,83,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,200,Cpd 200: 8.179,,,,983.2973,983.7581,,,,,,984.3045,984.3045,Positive,1,1,8.159,8.179,8.242,,,599,0.047,,2548,0,2,1,,,,,,,,,,,83,3,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,201,Cpd 201: 8.188,,,,527.2572,527.5728,0.0022,,,,,545.2914,545.2914,Positive,2,1,8.126,8.188,8.242,,,5356,0.046,,22228,0.02,5,2,,,,,,,,,,,84,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,202,Cpd 202: 8.191,,,,419.6681,419.9621,0.0013,,,,,878.3,878.3,Positive,1,1,8.159,8.191,8.225,,,774,0.042,,10678,0.01,4,1,,,,,,,,,,,84,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,203,Cpd 203: 8.192,,,,787.4123,787.7581,,,,,,394.7134,394.7134,Positive,2,2,8.126,8.192,8.308,,,6903,0.055,,35078,0.03,2,1,,,,,,,,,,,84,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,204,Cpd 204: 8.192,,,,955.3015,955.8757,,,,,,956.3088,956.3088,Positive,1,1,8.159,8.192,8.242,,,900,0.044,,4888,0,3,1,,,,,,,,,,,84,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,205,Cpd 205: 8.194,,,,841.3174,841.8628,0.0069,,,,,421.6663,421.6663,Positive,2,1,8.159,8.194,8.292,,,3044,0.053,,19696,0.02,5,2,,,,,,,,,,,84,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,206,Cpd 206: 8.195,,,,631.3037,631.6595,0.0054,,,,,632.31,632.31,Positive,2,1,8.126,8.195,8.325,,,13712,0.056,,66583,0.06,5,2,,,,,,,,,,,84,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,207,Cpd 207: 8.264,,,,833.4109,833.8443,0.0014,,,,,834.4189,834.4189,Positive,2,1,8.192,8.264,8.325,,,2321,0.055,,20429,0.02,5,2,,,,,,,,,,,85,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,208,Cpd 208: 8.345,,,,905.3058,906.0054,,,,,,906.3131,906.3131,Positive,1,1,8.308,8.345,8.375,,,793,0.041,,4287,0,3,1,,,,,,,,,,,86,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,209,Cpd 209: 8.346,,,,983.2908,983.5284,0.0009,,,,,984.2982,984.2982,Positive,1,1,8.308,8.346,8.375,,,1098,0.041,,3864,0,3,1,,,,,,,,,,,86,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,210,Cpd 210: 8.346,,,,659.3005,659.6615,,,,,,660.3078,660.3078,Positive,1,1,8.292,8.346,8.408,,,14422,0.048,,61769,0.06,3,1,,,,,,,,,,,86,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,211,Cpd 211: 8.349,,,,853.3425,853.7131,,,,,,427.6786,427.6786,Positive,2,2,8.308,8.349,8.375,,,529,0.048,,2555,0,2,1,,,,,,,,,,,86,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,212,Cpd 212: 8.350,,,,815.7451,816.115,,,,,,408.8798,408.8798,Positive,2,2,8.325,8.35,8.375,,,438,0.039,,1822,0,2,1,,,,,,,,,,,86,5,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,213,Cpd 213: 8.368,,,,851.3131,851.7306,,,,,,427.1666,426.6638,Positive,2,2,8.341,8.368,8.391,,,192,0.041,,940,0,2,1,,,,,,,,,,,87,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99,,,,,,,,,,,,,,,,,,,
TRUE,214,Cpd 214: 8.384,,,,827.3317,827.7917,0.0052,,,,,414.6737,414.6737,Positive,2,1,8.325,8.384,8.408,,,13906,0.038,,70630,0.07,5,2,,,,,,,,,,,88,2,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,215,Cpd 215: 8.386,,,,2342.265,2344.0229,,,,,,1173.1246,1172.1398,Positive,2,2,8.341,8.386,8.424,,,1077,0.039,,7750,0.01,4,1,,,,,,,,,,,88,2,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,216,Cpd 216: 8.413,,,,411.1838,411.5578,,,,,,412.1911,412.1911,Positive,1,1,8.325,8.413,8.507,,,9978,0.074,,54679,0.05,3,1,,,,,,,,,,,89,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,217,Cpd 217: 8.413,,,,575.311,575.5402,0.0021,,,,,576.3184,576.3184,Positive,1,1,8.375,8.413,8.524,,,1707,0.075,,10289,0.01,3,1,,,,,,,,,,,89,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.8,,,,,,,,,,,,,,,,,,,
TRUE,218,Cpd 218: 8.414,,,,131.0685,131.2202,,,,,,132.0757,132.0757,Positive,1,1,8.341,8.414,8.507,,,10172,0.078,,54300,0.05,2,1,,,,,,,,,,,89,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,219,Cpd 219: 8.415,,,,128.092,128.1659,,,,,,129.0993,129.0993,Positive,1,1,8.341,8.415,8.507,,,430970,0.071,,1869444,1.74,3,1,,,,,,,,,,,89,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,220,Cpd 220: 8.416,,,,1804.9701,1805.7304,,,,,,1806.9801,1805.9773,Positive,1,1,8.375,8.416,8.491,,,20362,0.053,,142234,0.13,3,1,,,,,,,,,,,90,33,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,221,Cpd 221: 8.416,,,,1805.6374,1805.9671,,,,,,1806.6447,1806.6447,Positive,1,1,8.375,8.416,8.491,,,24034,0.055,,122400,0.11,3,1,,,,,,,,,,,90,33,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,222,Cpd 222: 8.416,,,,287.1995,287.3792,,,,,,288.2068,288.2068,Positive,1,1,8.341,8.416,8.524,,,12860,0.07,,61724,0.06,3,1,,,,,,,,,,,90,33,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,223,Cpd 223: 8.416,,,,186.0868,186.2554,,,,,,187.0941,187.0941,Positive,1,1,8.375,8.416,8.474,,,5947,0.055,,26186,0.02,2,1,,,,,,,,,,,90,33,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,224,Cpd 224: 8.417,,,,156.1988,157.3317,,,,,,159.2012,157.2061,Positive,1,1,8.375,8.417,8.491,,,2194,0.062,,17244,0.02,4,1,,,,,,,,,,,90,33,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.8,,,,,,,,,,,,,,,,,,,
